,Text,Aspect Term,Sentiment,Polarity
3884,biplapa k0 netaa karyaakartaa haru kaataa gaya yastaa sahakaari k0 sumchaalaka laai lagera jhundaayara karbaahi garnu h0laa ani nepaali janataa le biplaba laai saatha dinchha .,karbaahi garnu h0laa,FEEDBACK,1
3885,"maananiya kamentara haru , yataa haajira ra utaa haajira bhanera bakawaasa garnu bhandaa baichaarika kamenta saathai samarthana k0 y0gya dhaarana raakhnuh0laa .",raakhnuh0laa,FEEDBACK,0
3886,saalaa y0 yataa haajira utaa haajira bhanne dekhera ta yast0 risa uthchha ki kurai chh0da raamr0 C0ment gara na h0 .,C0ment gara na,FEEDBACK,0
3887,raamakarisna dhakaala laai maatra nabhayara aru laai ni sahay0ga garnu saba haami nepaali .,sahay0ga garnu,FEEDBACK,0
3888,satya kuraa baahira aunu par‍y0 b0mjana laai kaarbaahi hunu par‍y0 .,kaarbaahi hunu par‍y0,FEEDBACK,1
3889,rawi sara hajura chhit0 bhandaa chhit0 pugnu h0laa raama bahaadura bamjana k0 asrama samma .,pugnu h0laa,FEEDBACK,0
3890,y0 raama bahaadura b0mjana laai kaarwaahi hunu parchha .,kaarwaahi hunu parchha,FEEDBACK,1
3891,sidhaakuraajanataasanga k0 tima le y0 raamabaadura bamjan k0 baare maa ke rahechha tess0 baastabikataa ke rahechha patttaa lagaaera bahiraa liyaaunu par0 .,liyaaunu par0,FEEDBACK,0
3892,dharma k0 naama maa balaatkaara garne laai chaadai anusandhaana gari kadaa bhandaa kadaa kaarabaahi h0sa .,kaarabaahi h0sa,FEEDBACK,0
3893,maanchhe kahilyai bhagawaana huna sakdaina kasai le aphai le aphai laai bhagawaana bhani aphn0 swaartha puraa garna duniyaan laai ult0 banaauchha bhane chhit0 bhandaa chh0t0 kaarawaahi hunuparchha .,kaarawaahi hunuparchha,FEEDBACK,0
3894,raama bahaadura b0mjaana maathi chhit0bhandaa chhit0 chhaanabina suru gariy0sa sarakaara !,chhaanabina suru gariy0sa,FEEDBACK,0
3895,guru hu bhandai duniyaan k0 chh0ri cheli laai y0na duwryawahaara garne laai chhaanabina gari kaarbaahi gariy0sa .,kaarbaahi gariy0sa,FEEDBACK,0
3896,aba kp sir netaa h0 desa nabigaara ati bh0 gariba kaa chh0raa ch0ri namaara kursi k0 laagi .,nabigaara,FEEDBACK,0
3897,bamjan laai bachaauna k0 laagi pachhi parne sabai laai chhaanabina gari jela haalnuparchha .,jela haalnuparchha,FEEDBACK,1
3898,aja pheri rabi sara laai sidhaakuraa maa dekhna paaundaa khusi le naachne haru etaa haajira garau ta aba haami le rabi sara laai suraksaa dinu parchha hai saathi h0 raamr0 kaama garne laai tikna didainana haamr0 desa k0 paakhe netaa hajura le ( jaya desa jaya rabi sara ) .,suraksaa dinu parchha,FEEDBACK,0
3899,dalaala haru hera rabi k0 p0wer kati rabi k0 pachhi parchhau taaima ajhai chha raamr0 kaama maa laaga timi haru k0 dina sakiy0 aba janataa jaagi sake rabi pharki sake .,raamr0 kaama maa laaga,FEEDBACK,0
3900,bahulaa kukura haru laai baandhera maarinchha bhane bahulaa netaa haru laai pani yasai garne ki. ... ... ki kas0 meyara jyu .,garne ki,FEEDBACK,1
3901,dherai dherai subhakaamanaa ra nirantara eka paailaa pachhi napari agaadi bardai jaanu h0la nyaaya k0 pachhe maa. ... .,jaanu h0la,FEEDBACK,0
3902,rawi daadaa NCELL kara prakarana kaae yaae pachhill0 chalakhelakaae ujaagaara gari desa ra janataakaae ark0 bhalaai garidinuhu tapaaisaamu winamra anuraaedha gardachhu .,anuraaedha gardachhu,FEEDBACK,0
3903,rabi sara 1 ch0ti pudaasaini ki srimati laai pani dukha k0 ghadi maa gayara bheti sadaasaayataa dekhaai dinu bh0 bhani hajura k0 ajha maahaanataa thapiyalaa ki .,thapiyalaa ki,FEEDBACK,0
3904,lau na sara aba ta dhilaa bhaisaky0 chhittai pradhaanamantri k0 laagi ladnu pary0 banaaune jim maa haamr0 k0 k0 sahamata chhau ️ ️ ️ .,pradhaanamantri k0 laagi ladnu pary0,FEEDBACK,0
3905,aba desai bhari k0 epha ema baata pani parsaarna garne baataawataawarana milaaunu pary0 ke .,milaaunu pary0,FEEDBACK,0
3906,redk0te paagala rahechha y0 kasari yubaa bhanchha kasari khaali negetibha maatrai bhanchha binaa tathya binaa adhara b0ld0rahechha binaa rekarda yastaa paagalalaai nab0laae k0 bhae hunth0 khaati ji maile bhane k0 thika mai maatrai jaanne hu bhand0rahechha .,nab0laae k0 bhae hunth0,FEEDBACK,1
3907,h0 yastaa yuwaa haru aba raajaniti maa aunuparchha .,raajaniti maa aunuparchha,FEEDBACK,0
3908,yi dubai janaa laai pheri pani lyaaunu pary0 .,lyaaunu pary0,FEEDBACK,0
3909,yastaa nekapaa kaa kaaryakartaa le gardaa paarti nai ganaau chha yastaa laai ahilenai tipera phaalaaai .,tipera phaalaaai,FEEDBACK,0
3910,"PHD waalaa netaa re chhi chhi chhi chhi laaja laagnu parne , eutaa prasna k0 uttara dina 3 pataka s0dhdaa ta kuraa ark0 tira m0dachha yast0 khaate netaa laai aba kahile nab0laaunu h0laa !",nab0laaunu h0laa,FEEDBACK,1
3911,haami le chaahe k0 netaa y0 khaala k0 haina !,khaala k0 haina,FEEDBACK,1
3912,kutanaitika maryaadaa k0 bichaara garnuparthyaae .,bichaara garnuparthyaae,FEEDBACK,0
3913,paisaa k0 mukha kaal0hunchha bhanchhana yi l0bhipaapi laai paisaa dinna chh0danuparchha karischiyana sirchiyana sidhinchha .,chh0danuparchha,FEEDBACK,1
3914,kp raajinaamaa deu rabi laai pm deu .,raajinaamaa deu,FEEDBACK,1
3915,kp raajinaamaa deu rabi laai pm deu .,pm deu,FEEDBACK,0
3916,susila jyu k0 khar0 panaa saarai raamr0 chha susila ji saachai khar0 bhaidinusa hai netaa dherai bhrsta chhana k0hi raastra premi chhana bhrsta haru k0 jhyaa k0 haarnusa hai ?,bhaidinusa hai,FEEDBACK,0
3917,risi dhamalaa raamr0 sanga sika patrakaara kast0 hunu parchha patrakaara bhane k0 wipaksa jast0 pani h0 sattaa maa rahe k0 j0 k0hi laai khabaradaari garna sakne !,sika,FEEDBACK,0
3918,gu khaa aba desi kukura .,gu khaa,FEEDBACK,1
3919,susila ji y0 janataa k0 ghaanti nim0thne ghaandh0 sumghiyataa ghaama maa sukaaidinu pary0 .,ghaama maa sukaaidinu pary0,FEEDBACK,1
3920,yaae netaa haru sabai chaaera chhan yastaa sabai chaaera netaa haru laai desa nikalaa garanuparachha sumwidhaana namaane pahil0 paati nai ne ka paa haae .,desa nikalaa garanuparachha,FEEDBACK,1
3921,gaera kepi kaae pike kaae muta khaa .,muta khaa,FEEDBACK,1
3922,saknai parchha y0 ganatantra kaama chhaina .,saknai parchha,FEEDBACK,0
3923,yastai khar0 ra dar0 prasna gardai garnusa susila sara tapaaim pani eka nidara patrakaara dekhinu bhae k0 chha .,gardai garnusa,FEEDBACK,0
3924,"susila ji surya paathaka laai l0ppaa khuwaauna sakne byakti b0laauna parne , .",b0laauna parne,FEEDBACK,1
3925,aba ta sakkinai parchha .,sakkinai parchha,FEEDBACK,0
3926,"ganatantra , l0katantra bhane k0 bhrastaachaara garne , balatkaara garne , maanchhe maarne rabi laai phasaaune , gyanendra saahi jast0 maanchhe k0 khuttaa bhaachne yeih0 , yest0 ganatantra l0katantra timi haru g0ji maa raakha janataa y0 chaahaadaina .",g0ji maa raakha,FEEDBACK,1
3927,pratrakaa haaesa ta susila paande jastaae haaesa riisi ji siknuhaasa .,siknuhaasa,FEEDBACK,0
3928,surya raaja sara ke sarakaara k0 kamikamaj0ri tikaa tippadi al0chanaa ra sarakaara laai h0siyaari garaaune sabai raajaabaadi dekhnu bhandaa sarakaara k0 kaamakaarabaahi maa sudhaara lyaaune tira s0chniki ?,s0chniki,FEEDBACK,0
3929,jana bhaawanaa sadaka maa dekhie k0 sarakaara prati k0 bitisnaa laai raajaabaadi k0 najara le hernu bhandaa akhaa k0 chasmaap0 badlnu parni h0ki ?,parni h0ki,FEEDBACK,0
3930,jnaanendra saahi laai interview k0 laagi lyaauna agraha gardachhu .,agraha gardachhu,FEEDBACK,0
3931,"swargiya sri maarksa tathaa sri lelina k0 janmabhumi maa hiun pardaa , nepaala maa kaal0-kaaml0 0dhne laalabujhakata haru sita h0siyaara !",h0siyaara,FEEDBACK,1
3932,y0 surya paathaka laai taha lagaauna ta daaktara prema simha basneta jyu laai b0laae k0 bhae hunthy0 .,b0laae k0 bhae hunthy0,FEEDBACK,0
3933,y0 parsna sabai raajaniti netaa laai s0dhnu parchha aba .,s0dhnu parchha,FEEDBACK,0
3934,hajura le dherai ganatantra k0 sap0rta garnu parena .,garnu parena,FEEDBACK,0
3935,sike raauta le jegardaani huni raajaa b0lna nahuni dama chhabhane raajaa raakhne ki naraakhne janamata sangraha gara .,janamata sangraha gara,FEEDBACK,0
3936,kina aattiekaae nagendra saahi nesanala ji prasta aaphnaae dhaaranaa raakhnuhaaesa .,raakhnuhaaesa,FEEDBACK,0
3937,sri 5 jnaanendra saaha kaa्e jaya jaya raajatantra layaaunu parchha nepaali jantaa le jaya haaesa pasupatinaatha .,layaaunu parchha,FEEDBACK,0
3938,ramesa kharela baata sika pulisa h0 .,sika,FEEDBACK,0
3939,di i ji saapa aba anusandhaana s p daanabahaadura malla laai pani anusandhaana garnu parchha .,garnu parchha,FEEDBACK,0
3940,"majaa aena , duwai janaa k0 eutai bhaawa chha kamasekama paksa wipaksalaai b0laa k0 hunu parthy0 .",hunu parthy0,FEEDBACK,0
3941,"susila sarakaae baaelne ani prasna saaedhne saili laajawaapha chha , , kyaa ghumaaera milaaera garnuhunchha , , , yaae ni eu taa kalaa ani tarikaa haae , , , testai testai kaae pasinaa nai aauchha , , , tesai le mana parchha susila sara , , , nachhaaedanu haaelaa yastaa kaachuli gaaewana harulaai , yastai gari dasiraakhnu la .",dasiraakhnu la,FEEDBACK,1
3942,khar0 rupa maa baddai jaanu .,baddai jaanu,FEEDBACK,0
3943,"aba raajinaa maa k0 bikalpa chhaina , natra sarakaara le barkhaasti garnu parchha .",barkhaasti garnu parchha,FEEDBACK,1
3944,raamr0 kaaryakrama lyaaunu bhay0 eu taa patrakaara k0 pidaa maa ark0 patrakaara le bahasa chalaaunu jaruri chha pakraau garne saili k0 khulerai bir0dha garnuh0sa .,bir0dha garnuh0sa,FEEDBACK,0
3945,y0 pulisa na pahilaa thika thiy0 na ahile thika chha yast0 laai b0laaunu hudaina ?,b0laaunu hudaina,FEEDBACK,0
3946,patrakaara bhane k0 yast0 hunu parchha .,hunu parchha,FEEDBACK,0
3947,pahilaa yasai k0 chhaanabina garinu parchha .,garinu parchha,FEEDBACK,0
3948,ija़्ja़ta chha bhane biswaraaja p0kharela raajinaama dinuh0sa .,dinuh0sa,FEEDBACK,0
3949,mai le ta aja ramesa kharela laai samjiya hai yadi aja ramesa kharela bhae k0 bhae rabi laamichhaane le naya paaune thie ki kas0 saathi haru naalayaka sarakaara raajinaamaa die bhay0 .,raajinaamaa die bhay0,FEEDBACK,1
3950,sara eka pataka s0dhnuna rabi laai kuna hisaaba le lagae k0 thiy0 .,s0dhnuna,FEEDBACK,0
3951,mulaa khuba IGP bhannalaai dalaala gardai chha talaai kiraa par0sa IGP khaanaa napaaune gari .,kiraa par0sa,GENERAL,1
3952,patrakaara jyu hatyaaraa le sp k0 pada badhaaidinchhu bhanera y0 kaama bhae k0 chha ra lekhapadhanai nabhae k0 pani sp hudaaraichhana pani bhanera s0dnusa na .,s0dnusa na,FEEDBACK,0
3953,sarakaara himmata chha bhane rawi daai laai phasaayara dekhaa ani thaahaa hunchha ke hunchha desa maa yasakaae mulya dherai thulaae hunchha chetanaa bhaya .,chetanaa bhaya,FEEDBACK,0
3954,chitawan k0 ghusyaahaa sp malla laai tatkaala kaarabaahi gara .,kaarabaahi gara,FEEDBACK,0
3955,dhanyawaada susila sara chitawana jaanu pary0 .,jaanu pary0,FEEDBACK,0
3956,satya tathya maa hajura k0 sing0 aparetina hunu pary0 .,hunu pary0,FEEDBACK,0
3957,susila sara dinai kumgresa ra kamyusta laai yesari nai lyera bahasa garaanu h0laa sunna majaa aaud0 rahechha ch0ra ch0ra k0 p0la kh0laa kh0lla haami bidesi yuwaa sunera taaema paasa garachhai .,garaanu h0laa,FEEDBACK,0
3958,netaahar0 k0 laagi jela nayaa banaunu parchha .,banaunu parchha,FEEDBACK,1
3959,aja k0 kaaryakrama ati majaa ay0 tara kuraabujiyanaa sabai janaa laai yakaich0ti b0lna dinubhayana .,b0lna dinubhayana,FEEDBACK,0
3960,ahile k0 sabhaamukha le jastai ya autaa b0lda ark0 saaunda 0pha garnupary0 .,garnupary0,FEEDBACK,0
3961,bhrastaachara k0 muddaa maa netaa haru sumga kaaryakrama garda aba haata hatiyaara lie kaa arda sainika bala tainaata garna parlaa l .,garna parlaa,FEEDBACK,1
3962,aananda paaekhrela ji thulaa thulaa bharastachaara kaae samraksena raajaniti daha baata hunchha sidhai bhandaa bhayaaeni ki kuraa chapaayara kina baaelnu .,kina baaelnu,FEEDBACK,0
3963,wiplawa jyu pahil0palta y0 wiswaraaja laai pahile kaaryawaai garnupareyaae .,kaaryawaai garnupareyaae,FEEDBACK,0
3964,bharata daahaala ra yaasa di munima k0 bahasa hunu parchha .,hunu parchha,FEEDBACK,0
3965,sarlaahi prahari le jhut0 aphu bacheraa rip0tinga gare k0 chha suchanaa y0 satya tathya chhaana bina gareraa kaamakaarabaahi hunu parchha .,kaamakaarabaahi hunu parchha,FEEDBACK,0
3966,hatyaara b0kera khullaa rupa maa hidne maanchhe harulaai g0li th0kne ani maatra kaanunu k0 daira maa lyaaunu parchha .,daira maa lyaaunu parchha,FEEDBACK,0
3967,"yi bamawaalaa pada l0lupa , hatyaaraa , atumkakaari haru le ki hatiyaara samarpana garera saantipurwaka waartaa maa aunu parchha , h0ina bhane yina laai pani chaaka maa bama lagaaera padkaaunu parchha .",waartaa maa aunu parchha,FEEDBACK,0
3968,tala k0 prahari athawaa suraksaa karmi le galti garchha bhane teslaai kaarbaai garne barkhaasta garne garnuparchha taba suraksaa k0 byabasthaapana raamr0 hunchha prahari le gare k0 galtilaai dhaakachh0pa nai garnuparne hudaina y0 nepaala prahari sangathana k0 naraamr0 paksa h0 .,garnuparchha,FEEDBACK,0
3969,y0 sistamai thika chhainan badalnnu parchha jast0 laagchha ma laai ?,badalnnu parchha,FEEDBACK,0
3970,y0 pulisa haasihaasi b0le k0 chha e laai sajaae hunuparchha kuraa lukaaera kaa pugchha haami pani ragata k0 kh0li bagaauna tayaara haami chhma .,sajaae hunuparchha,FEEDBACK,0
3971,y0 paarti k0 jh0le patrakaara h0 yasalaai spastikarana dii rahana awasyaka chhaina dwaarikaa ji .,awasyaka chhaina,FEEDBACK,0
3972,tapaai haru pani ta kina eutai prasna saaedhnu hunchha tapaai haru pani bidhi sammata jaanu na eka pataka uttara naaae pachhi raajendra ji .,jaanu na,FEEDBACK,0
3973,bhrastaachaari laai phulamaalaa le swaagata garekaae bhaai yati charchaaka maa aaune thiaina ke garne thaarukaae chhaaeraae sidhaa kuraa garna maatra jaane kaae hunchha raamr0 garnu bhaae meyara jiu bhrastaachaari laai bhaate karbaahi garnuparnechha dhanyawaada meyarajiu .,garnuparnechha,FEEDBACK,0
3974,"naaka h0ina bhrastaachaari k0 khuttaa bhaachnuh0sa meyara saaba , , , .",khuttaa bhaachnuh0sa,FEEDBACK,1
3975,yahi kaarana le jas le bhrastaachaara k0 wiruddha abhiyaana k0 kuraa garchha usa laai nepaala le janataa le saatha dinachhna ra dinu parchha .,dinu parchha,FEEDBACK,0
3976,If y0u are true Nepali citizen please supp0rt Dawrikalal Chaudhary Jay Nepal yadi haami sachchaa nepaali haiau bhane meyara laai saatha dinu pachha jaya nepaala .,please supp0rt,FEEDBACK,0
3977,If y0u are true Nepali citizen please supp0rt Dawrikalal Chaudhary Jay Nepal yadi haami sachchaa nepaali haiau bhane meyara laai saatha dinu pachha jaya nepaala .,saatha dinu pachha,FEEDBACK,0
3978,janataa jastai saadhaarana meyara aba k0 pradhaanamantri hunu y0 muluka k0 khaach0 h0 .,pradhaanamantri hunu,FEEDBACK,0
3979,pratrakaara maaehadaya bastama maa chaaaidhari jati kaae imaandaara maanchhe arkaae maanchhe khaaejera intarabhiu linu ani tapaai kaae intarabhiyu kaae imaandaaritaa dekhinchha kaae khaaejnu hunchha kuna ksetra maa khaaejnu hunchha raajenda ji .,intarabhiu linu,FEEDBACK,0
3980,dui mineta kuraa sundin0sa meyara ji k0 saba raama kahaani thaahaa paaunu hunchh .,sundin0sa,FEEDBACK,0
3981,jabarjasti maaphi maaga maaphi maaga re ke ghantaa k0 maaphi maagne maagnu pardaina .,maagnu pardaina,FEEDBACK,0
3982,meyara saapha 100% sahi bichaara raamr0 nabiraaunu nadaraaunu sachchaa janataa hajura k0 saatha maa chhna .,nabiraaunu nadaraaunu,FEEDBACK,0
3983,maaphi maknu paradaina kunai midiyaa maa gaera eka phataa patrakaara k0 apamaana gare k0 bae k0 le ty0i phaataa laai sap0ta gari juna midiyaa le pani intarabiyu linchha aru midiyaa k0 bandaa pharaka prasna garna saakina aba meyara midiyaa maa jaanu kama garnuh0sa kin ki yastaa patrakaara gumaai phiraai phasaaunu kh0chchha .,kama garnuh0sa,FEEDBACK,0
3984,tesai le meyara h0ina pm hunuparne .,hunuparne,FEEDBACK,0
3985,meyara saahiba baaki thike chha tara prastuta hunuhune sahili chaahi pheranu h0laa ra nepaala maa 9० prati sumta patrakaara jaasusi nepaala kaa chaiwara netaa kaa chhewaraa dalaala chhana jaste hudaana gnendra saaha k0 mudaa jhailepatrakaara kanalaa k0 ch0ra .,pheranu h0laa,FEEDBACK,0
3986,patrakaara le aaphnaa kamaj0ri laai kamaj0ri thiy0 bhannai parchha .,bhannai parchha,FEEDBACK,0
3987,daaju tapaaim pani ijata kamaauna mana chha bhane sap0ta garnu h0laa .,sap0ta garnu h0laa,FEEDBACK,0
3988,raajendra ji tapaai meyara laai akramana maa nautranu h0laa kina ki y0 bhrastrachaara k0 kartuta prati hareka nepaali k0 mana bhitra dwaarikaa jwaalaa chha tara sabai mukha taakne prabariti le mauna huna tara dwaarikaa hir0 hun sammaana garau !,nautranu h0laa,FEEDBACK,0
3989,kaarawaahi ta 0n the sp0t gardinnu parchha .,gardinnu parchha,FEEDBACK,0
3990,jastaa laai testai dhidhaalaai nistai bhrastaachaari laai chh0dnu hudaina meyara saaba haami tapaaim k0 saatha maa chhau .,chh0dnu hudaina,FEEDBACK,0
3991,meyara k0 adhyayanalaai salaama tara saili alikati pariwartana garna par0 bhastachaari laai l0ppaa maatra h0ina g0li th0knu parchha .,pariwartana garna par0,FEEDBACK,0
3992,haina maaphimaagna kati saar0 dhipi gare k0 yaara baru bhrastaachaara wiruddha agaami dina maa ke ke kaaryakrama chhan tyataa tarpha ph0kasa garnu ni !,ph0kasa garnu ni,FEEDBACK,0
3993,yasari nai adhi badhnu .,adhi badhnu,FEEDBACK,0
3994,desa bhara kaa meyara pada maa basnu bhae kaa sampurna padhaadhikaari jyu haru bhastaachaara banda garnuh0s .,banda garnuh0s,FEEDBACK,0
3995,patrakaara mitra meyara saaba thika h0 jeni sudnu awaseka chhaina haami le buje kaa chhau .,jeni sudnu awaseka chhaina,FEEDBACK,1
3996,surkheta k0 mukhyamatri laai lyaaunu par0 sara .,lyaaunu par0,FEEDBACK,0
3997,susila paande sara karnaali kaa mukhya mantri mahendrabahaadura saahilaai pani antarawaartaa maa b0laai kerakaara garnuparchha .,kerakaara garnuparchha,FEEDBACK,0
3998,pahilaa diaiji saaba laai aspataala lagera jnaanendra saahi k0 nila daama dekhaaera antarbaartaa linu parthy0 ani thahaa hunthy0 .,linu parthy0,FEEDBACK,0
3999,p0khrela laai surkheta k0 dsp laai b0laayara jnaanendra sara k0 saatha maa patrakaara sammelana gari kuta pita gare k0 h0ki h0ina bhanne bujdaa hunchha ani ty0 surkheta k0 prahari sahi h0ki gundaa h0 thaa bhai haalchha ni .,bujdaa hunchha,FEEDBACK,0
4000,hiraasata maa sisi kyaamaraa hunchha kh0i ty0 dekhaaune kuraa garnu pary0 susila ji .,kuraa garnu pary0,FEEDBACK,0
4001,susila paande sara k0 prasna khar0 hunchha tesai le h0laa ma laai ekadamai mana parchha sadhaim hajura k0 sap0ta maa chhau haami sadhai raamr0 kaama gardai jaanu h0laa .,raamr0 kaama gardai jaanu h0laa,FEEDBACK,0
4002,pahile aphn0 staapha laai b0lne tarikaa sikaaunuh0sa prahari haakima jyu .,sikaaunuh0sa,FEEDBACK,0
4003,anusandhaana garna kraaima petr0la herera sikdaa hunchha nepaala prahari le / .,sikdaa hunchha,FEEDBACK,0
4004,agaadi badai jaanuh0sa haamr0 phula sap0ta chha ra bhastachaari laai daayaraa maa lyaaunu pary0 .,lyaaunu pary0,FEEDBACK,0
4005,janataa katti pani suraksaa chhaina .,suraksaa chhaina,FEEDBACK,1
4006,susila sara aindhaa y0 pulisa dipaartamenta k0 kunai pani maanchhilaai dresa maa nimt0 na gardinu h0laa kinaa ki ini haru le dres k0 mullenai thaahaa chhainaa eti gaali garnaa mana chha ki y0 pulisa bhanne jantu haru laai bhanne saadhe nai chhainaa .,na gardinu h0laa,FEEDBACK,0
4007,patrakaara le alika rassaakasi garera prasna garena .,prasna garena,FEEDBACK,1
4008,durghatanaa k0 pratyaksya darsi haru k0 kuraa sunna paae hunthy0 .,paae hunthy0,FEEDBACK,0
4009,desa laai du : khada kuraa mardaa pani tetr0 helikaptara n0ksaani garerai mary0 !,du : khada kuraa,FEEDBACK,1
4010,mausama herera maatra udaana garau hajura jiwana bhanekaae pheri pheri aaudaina raastapati laai aapata paraaesa yaa raajaa laai maathi herera maatra udaana garau .,udaana garau,FEEDBACK,0
4011,haamr0 desa nepaala kaa mantri ra netaa bhae paaura esatai hunchha y0 jimibaara kepi 0li pradhaanamantri le lenu parchha .,lenu parchha,FEEDBACK,0
4012,aba ke hunchha kasaii laai thaahaa hudaina tara pani kaile pani hataara na garnu h0laa baru kaama chhut0sa ark0 kuraa sarakaara le bigre kaa puraan0 saamagri laai yuja na garnu .,hataara na garnu h0laa,FEEDBACK,0
4013,"satya tathya pattaa lagaayera galti gare k0 paaiye maa , j0 kasailaai pani kaarbaahi hunuparchha .",kaarbaahi hunuparchha,FEEDBACK,0
4014,aba dubaijanaai ekai saatha raakhera kuraakaani garaaunuparyaae .,kuraakaani garaaunuparyaae,FEEDBACK,0
4015,aimaai k0 galti bhannubhandaa pahile hajaara pataka s0chnuh0laa .,s0chnuh0laa,FEEDBACK,0
4016,haamr0 nepaala maa gulaama nagari baanchna sakne abasthaa chhaina aba sabai milera y0 paristhiti laai chaai antya garnuparchha .,antya garnuparchha,FEEDBACK,0
4017,dubai janaa laai sangai raakhera antarabaartaa linu pary0 .,antarabaartaa linu pary0,FEEDBACK,0
4018,satya tathya baahira lyaaunu pary0 .,lyaaunu pary0,FEEDBACK,0
4019,patrakaara saathi le eka ch0ti dui janaa laai saata maa raakhera kuraa s0dhi dinnu pary0 khaasa kuraa ke h0 .,s0dhi dinnu pary0,FEEDBACK,0
4020,kulamaana rabidaaju mahajaaedi jastaa mahaana byakti bhaya bhane nepaala maa kehi hunchha ki aba baat0 pani raamr0 banaaunuparyaa hajura .,banaaunuparyaa,FEEDBACK,0
4021,3na pradesa maa pani lyaaunu parchha bijuli gaadi .,lyaaunu parchha,FEEDBACK,0
4022,kulamaana ghisina jindaabaada yati le maatra hun aba sing0 desa laai netaritwa garnu par0 ghisina asyaanga le katai yasari naai desa le muhaara pherchha ki .,garnu par0,FEEDBACK,0
4023,raamr0kaama h0 tara pahile baat0 p0 banaaunu pary0ta bidesatira yastai ta gaadi hunchha baat0pani kati raamr0hunchha aba nepaala k0 baat0 haru banaaunu parchha pahilaa .,banaaunu parchha,FEEDBACK,0
